Area,Perimeter,Major_Axis_Length,Minor_Axis_Lenght,Eccentricity,Convex_Area,Extent,Class
14945,493.1080017,202.0469818,95.07941437,0.882356942,15357,0.739998043,Cammeo
13130,467.9219971,196.1468048,86.20711517,0.898241103,13462,0.574818313,Cammeo
13414,479.901001,203.085968,85.73687744,0.906516492,13735,0.714042366,Cammeo
16104,507.4289856,206.0707397,100.7536316,0.872324467,16457,0.605413556,Cammeo
11827,455.2210083,194.7844543,78.43153381,0.915350497,12212,0.769986987,Cammeo
14479,475.9249878,200.5519409,92.17806244,0.888114691,14696,0.711428881,Cammeo
14306,482.2479858,197.685791,94.05610657,0.879561126,14667,0.587950051,Cammeo
14415,488.1220093,203.5928497,91.034729,0.89446342,14758,0.674102128,Cammeo
14415,490.0660095,206.5392456,90.01753235,0.900025427,14671,0.65332669,Cammeo
14524,480.2120056,199.9330139,93.31210327,0.884406805,14808,0.611279488,Cammeo
13780,497.428009,221.7229004,79.95213318,0.932722569,14010,0.550781429,Cammeo
12768,464.8200073,195.3881531,84.35991669,0.901990652,13085,0.58298707,Cammeo
13047,486.368988,213.1944733,79.28887177,0.928269327,13621,0.615424514,Cammeo
14456,492.9509888,212.4112244,87.36013031,0.911509812,14726,0.795028329,Cammeo
13973,474.0079956,192.3492889,93.77914429,0.873097241,14354,0.614197791,Cammeo
13858,482.5799866,205.0201569,86.9646759,0.905579686,14154,0.555921078,Cammeo
13148,481.7219849,201.5188904,84.54153442,0.907745302,13572,0.623748779,Cammeo
12792,462.072998,194.4810028,84.73088837,0.900103092,13032,0.593927026,Cammeo
15778,515.2730103,214.0378418,95.49766541,0.89494729,16283,0.68629837,Cammeo
15404,509.5169983,217.2975769,91.39753723,0.907241523,15696,0.633700848,Cammeo
14911,494.0889893,207.5602417,92.41060638,0.895419717,15132,0.604761541,Cammeo
13916.85224,481.8694851,203.142565,88.39421691,0.899596352,14235.26694,0.641380034,Cammeo
13902.68096,481.6028893,203.0371789,88.35592699,0.899580791,14220.48682,0.641115433,Cammeo
13888.50968,481.3362934,202.9317927,88.31763706,0.89956523,14205.7067,0.640850831,Cammeo
13874.33839,481.0696975,202.8264066,88.27934713,0.899549668,14190.92658,0.640586229,Cammeo
13860.16711,480.8031017,202.7210205,88.24105721,0.899534107,14176.14646,0.640321627,Cammeo
13845.99582,480.5365058,202.6156344,88.20276728,0.899518546,14161.36634,0.640057025,Cammeo
13831.82454,480.26991,202.5102482,88.16447735,0.899502985,14146.58622,0.639792423,Cammeo
13817.65325,480.0033141,202.4048621,88.12618743,0.899487424,14131.8061,0.639527821,Cammeo
13803.48197,479.7367183,202.299476,88.0878975,0.899471862,14117.02598,0.63926322,Cammeo
13789.31068,479.4701224,202.1940899,88.04960757,0.899456301,14102.24586,0.638998618,Cammeo
13775.1394,479.2035266,202.0887037,88.01131764,0.89944074,14087.46574,0.638734016,Cammeo
13760.96812,478.9369307,201.9833176,87.97302772,0.899425179,14072.68562,0.638469414,Cammeo
13746.79683,478.6703348,201.8779315,87.93473779,0.899409617,14057.9055,0.638204812,Cammeo
13732.62555,478.403739,201.7725454,87.89644786,0.899394056,14043.12538,0.63794021,Cammeo
13718.45426,478.1371431,201.6671592,87.85815794,0.899378495,14028.34526,0.637675608,Cammeo
13704.28298,477.8705473,201.5617731,87.81986801,0.899362934,14013.56514,0.637411007,Cammeo
13690.11169,477.6039514,201.456387,87.78157808,0.899347372,13998.78502,0.637146405,Cammeo
13675.94041,477.3373556,201.3510009,87.74328816,0.899331811,13984.0049,0.636881803,Cammeo
13661.76912,477.0707597,201.2456147,87.70499823,0.89931625,13969.22478,0.636617201,Cammeo
13647.59784,476.8041638,201.1402286,87.6667083,0.899300689,13954.44466,0.636352599,Cammeo
13633.42655,476.537568,201.0348425,87.62841838,0.899285128,13939.66454,0.636087997,Cammeo
13619.25527,476.2709721,200.9294564,87.59012845,0.899269566,13924.88442,0.635823395,Cammeo
13605.08399,476.0043763,200.8240702,87.55183852,0.899254005,13910.1043,0.635558794,Cammeo
13590.9127,475.7377804,200.7186841,87.5135486,0.899238444,13895.32418,0.635294192,Cammeo
13576.74142,475.4711846,200.613298,87.47525867,0.899222883,13880.54406,0.63502959,Cammeo
13562.57013,475.2045887,200.5079119,87.43696874,0.899207321,13865.76394,0.634764988,Cammeo
13548.39885,474.9379929,200.4025257,87.39867882,0.89919176,13850.98382,0.634500386,Cammeo
13534.22756,474.671397,200.2971396,87.36038889,0.899176199,13836.2037,0.634235784,Cammeo
13520.05628,474.4048011,200.1917535,87.32209896,0.899160638,13821.42358,0.633971182,Cammeo
13505.88499,474.1382053,200.0863674,87.28380904,0.899145077,13806.64346,0.633706581,Cammeo
13491.71371,473.8716094,199.9809812,87.24551911,0.899129515,13791.86334,0.633441979,Cammeo
13477.54242,473.6050136,199.8755951,87.20722918,0.899113954,13777.08322,0.633177377,Cammeo
13463.37114,473.3384177,199.770209,87.16893925,0.899098393,13762.3031,0.632912775,Cammeo
13449.19986,473.0718219,199.6648229,87.13064933,0.899082832,13747.52298,0.632648173,Cammeo
13435.02857,472.805226,199.5594367,87.0923594,0.89906727,13732.74286,0.632383571,Cammeo
13420.85729,472.5386301,199.4540506,87.05406947,0.899051709,13717.96274,0.632118969,Cammeo
13406.686,472.2720343,199.3486645,87.01577955,0.899036148,13703.18262,0.631854368,Cammeo
13392.51472,472.0054384,199.2432784,86.97748962,0.899020587,13688.4025,0.631589766,Cammeo
13378.34343,471.7388426,199.1378922,86.93919969,0.899005026,13673.62238,0.631325164,Cammeo
13364.17215,471.4722467,199.0325061,86.90090977,0.898989464,13658.84226,0.631060562,Cammeo
13350.00086,471.2056509,198.92712,86.86261984,0.898973903,13644.06214,0.63079596,Cammeo
13335.82958,470.939055,198.8217339,86.82432991,0.898958342,13629.28202,0.630531358,Cammeo
13321.6583,470.6724592,198.7163477,86.78603999,0.898942781,13614.5019,0.630266757,Cammeo
13307.48701,470.4058633,198.6109616,86.74775006,0.898927219,13599.72178,0.630002155,Cammeo
13293.31573,470.1392674,198.5055755,86.70946013,0.898911658,13584.94166,0.629737553,Cammeo
13279.14444,469.8726716,198.4001894,86.67117021,0.898896097,13570.16154,0.629472951,Cammeo
13264.97316,469.6060757,198.2948032,86.63288028,0.898880536,13555.38142,0.629208349,Cammeo
13250.80187,469.3394799,198.1894171,86.59459035,0.898864974,13540.6013,0.628943747,Cammeo
13236.63059,469.072884,198.084031,86.55630043,0.898849413,13525.82118,0.628679145,Cammeo
13222.4593,468.8062882,197.9786449,86.5180105,0.898833852,13511.04106,0.628414544,Cammeo
13208.28802,468.5396923,197.8732587,86.47972057,0.898818291,13496.26094,0.628149942,Cammeo
13194.11673,468.2730965,197.7678726,86.44143065,0.89880273,13481.48082,0.62788534,Cammeo
13179.94545,468.0065006,197.6624865,86.40314072,0.898787168,13466.7007,0.627620738,Cammeo
13165.77417,467.7399047,197.5571004,86.36485079,0.898771607,13451.92058,0.627356136,Cammeo
13151.60288,467.4733089,197.4517142,86.32656086,0.898756046,13437.14046,0.627091534,Cammeo
13137.4316,467.206713,197.3463281,86.28827094,0.898740485,13422.36034,0.626826932,Cammeo
13123.26031,466.9401172,197.240942,86.24998101,0.898724923,13407.58022,0.626562331,Cammeo
13109.08903,466.6735213,197.1355558,86.21169108,0.898709362,13392.8001,0.626297729,Cammeo
13094.91774,466.4069255,197.0301697,86.17340116,0.898693801,13378.01998,0.626033127,Cammeo
13080.74646,466.1403296,196.9247836,86.13511123,0.89867824,13363.23986,0.625768525,Cammeo
13066.57517,465.8737337,196.8193975,86.0968213,0.898662679,13348.45974,0.625503923,Cammeo
13052.40389,465.6071379,196.7140113,86.05853138,0.898647117,13333.67962,0.625239321,Cammeo
13038.23261,465.340542,196.6086252,86.02024145,0.898631556,13318.8995,0.624974719,Cammeo
13024.06132,465.0739462,196.5032391,85.98195152,0.898615995,13304.11938,0.624710118,Cammeo
13009.89004,464.8073503,196.397853,85.9436616,0.898600434,13289.33926,0.624445516,Cammeo
12995.71875,464.5407545,196.2924668,85.90537167,0.898584872,13274.55914,0.624180914,Cammeo
12981.54747,464.2741586,196.1870807,85.86708174,0.898569311,13259.77902,0.623916312,Cammeo
12967.37618,464.0075628,196.0816946,85.82879182,0.89855375,13244.9989,0.62365171,Cammeo
12953.2049,463.7409669,195.9763085,85.79050189,0.898538189,13230.21878,0.623387108,Cammeo
12939.03361,463.474371,195.8709223,85.75221196,0.898522628,13215.43866,0.623122506,Cammeo
12924.86233,463.2077752,195.7655362,85.71392204,0.898507066,13200.65854,0.622857905,Cammeo
12910.69104,462.9411793,195.6601501,85.67563211,0.898491505,13185.87842,0.622593303,Cammeo
12896.51976,462.6745835,195.554764,85.63734218,0.898475944,13171.0983,0.622328701,Cammeo
12882.34848,462.4079876,195.4493778,85.59905226,0.898460383,13156.31818,0.622064099,Cammeo
12868.17719,462.1413918,195.3439917,85.56076233,0.898444821,13141.53806,0.621799497,Cammeo
12854.00591,461.8747959,195.2386056,85.5224724,0.89842926,13126.75794,0.621534895,Cammeo
12839.83462,461.6082,195.1332195,85.48418248,0.898413699,13111.97782,0.621270293,Cammeo
12825.66334,461.3416042,195.0278333,85.44589255,0.898398138,13097.1977,0.621005692,Cammeo
12811.49205,461.0750083,194.9224472,85.40760262,0.898382576,13082.41758,0.62074109,Cammeo
12797.32077,460.8084125,194.8170611,85.36931269,0.898367015,13067.63745,0.620476488,Cammeo
12783.14948,460.5418166,194.711675,85.33102277,0.898351454,13052.85733,0.620211886,Cammeo
12768.9782,460.2752208,194.6062888,85.29273284,0.898335893,13038.07721,0.619947284,Cammeo
12754.80691,460.0086249,194.5009027,85.25444291,0.898320332,13023.29709,0.619682682,Cammeo
12740.63563,459.7420291,194.3955166,85.21615299,0.89830477,13008.51697,0.61941808,Cammeo
12726.46435,459.4754332,194.2901305,85.17786306,0.898289209,12993.73685,0.619153479,Cammeo
12712.29306,459.2088373,194.1847443,85.13957313,0.898273648,12978.95673,0.618888877,Cammeo
12698.12178,458.9422415,194.0793582,85.10128321,0.898258087,12964.17661,0.618624275,Cammeo
12683.95049,458.6756456,193.9739721,85.06299328,0.898242525,12949.39649,0.618359673,Cammeo
12669.77921,458.4090498,193.868586,85.02470335,0.898226964,12934.61637,0.618095071,Cammeo
12655.60792,458.1424539,193.7631998,84.98641343,0.898211403,12919.83625,0.617830469,Cammeo
12641.43664,457.8758581,193.6578137,84.9481235,0.898195842,12905.05613,0.617565867,Cammeo
12627.26535,457.6092622,193.5524276,84.90983357,0.898180281,12890.27601,0.617301266,Cammeo
12613.09407,457.3426663,193.4470415,84.87154365,0.898164719,12875.49589,0.617036664,Cammeo
12598.92279,457.0760705,193.3416553,84.83325372,0.898149158,12860.71577,0.616772062,Cammeo
12584.7515,456.8094746,193.2362692,84.79496379,0.898133597,12845.93565,0.61650746,Cammeo
12570.58022,456.5428788,193.1308831,84.75667387,0.898118036,12831.15553,0.616242858,Cammeo
12556.40893,456.2762829,193.025497,84.71838394,0.898102474,12816.37541,0.615978256,Cammeo
12542.23765,456.0096871,192.9201108,84.68009401,0.898086913,12801.59529,0.615713654,Cammeo
12528.06636,455.7430912,192.8147247,84.64180409,0.898071352,12786.81517,0.615449053,Cammeo
12513.89508,455.4764954,192.7093386,84.60351416,0.898055791,12772.03505,0.615184451,Cammeo
12499.72379,455.2098995,192.6039525,84.56522423,0.89804023,12757.25493,0.614919849,Cammeo
12485.55251,454.9433036,192.4985663,84.5269343,0.898024668,12742.47481,0.614655247,Cammeo
12471.38122,454.6767078,192.3931802,84.48864438,0.898009107,12727.69469,0.614390645,Cammeo
12457.20994,454.4101119,192.2877941,84.45035445,0.897993546,12712.91457,0.614126043,Cammeo
12443.03866,454.1435161,192.182408,84.41206452,0.897977985,12698.13445,0.613861441,Cammeo
12428.86737,453.8769202,192.0770218,84.3737746,0.897962423,12683.35433,0.61359684,Cammeo
12414.69609,453.6103244,191.9716357,84.33548467,0.897946862,12668.57421,0.613332238,Cammeo
12400.5248,453.3437285,191.8662496,84.29719474,0.897931301,12653.79409,0.613067636,Cammeo
12386.35352,453.0771327,191.7608635,84.25890482,0.89791574,12639.01397,0.612803034,Cammeo
12372.18223,452.8105368,191.6554773,84.22061489,0.897900178,12624.23385,0.612538432,Cammeo
12358.01095,452.5439409,191.5500912,84.18232496,0.897884617,12609.45373,0.61227383,Cammeo
12343.83966,452.2773451,191.4447051,84.14403504,0.897869056,12594.67361,0.612009228,Cammeo
12329.66838,452.0107492,191.339319,84.10574511,0.897853495,12579.89349,0.611744627,Cammeo
12315.49709,451.7441534,191.2339328,84.06745518,0.897837934,12565.11337,0.611480025,Cammeo
12301.32581,451.4775575,191.1285467,84.02916526,0.897822372,12550.33325,0.611215423,Cammeo
12287.15453,451.2109617,191.0231606,83.99087533,0.897806811,12535.55313,0.610950821,Cammeo
12272.98324,450.9443658,190.9177745,83.9525854,0.89779125,12520.77301,0.610686219,Cammeo
12258.81196,450.6777699,190.8123883,83.91429548,0.897775689,12505.99289,0.610421617,Cammeo
12244.64067,450.4111741,190.7070022,83.87600555,0.897760127,12491.21277,0.610157015,Cammeo
12230.46939,450.1445782,190.6016161,83.83771562,0.897744566,12476.43265,0.609892414,Cammeo
12216.2981,449.8779824,190.4962299,83.7994257,0.897729005,12461.65253,0.609627812,Cammeo
12202.12682,449.6113865,190.3908438,83.76113577,0.897713444,12446.87241,0.60936321,Cammeo
12187.95553,449.3447907,190.2854577,83.72284584,0.897697883,12432.09229,0.609098608,Cammeo
12173.78425,449.0781948,190.1800716,83.68455592,0.897682321,12417.31217,0.608834006,Cammeo
12159.61297,448.811599,190.0746854,83.64626599,0.89766676,12402.53205,0.608569404,Cammeo
12145.44168,448.5450031,189.9692993,83.60797606,0.897651199,12387.75193,0.608304802,Cammeo
12131.2704,448.2784072,189.8639132,83.56968613,0.897635638,12372.97181,0.608040201,Cammeo
12117.09911,448.0118114,189.7585271,83.53139621,0.897620076,12358.19169,0.607775599,Cammeo
12102.92783,447.7452155,189.6531409,83.49310628,0.897604515,12343.41157,0.607510997,Cammeo
12088.75654,447.4786197,189.5477548,83.45481635,0.897588954,12328.63145,0.607246395,Cammeo
12074.58526,447.2120238,189.4423687,83.41652643,0.897573393,12313.85133,0.606981793,Cammeo
12060.41397,446.945428,189.3369826,83.3782365,0.897557832,12299.07121,0.606717191,Cammeo
12046.24269,446.6788321,189.2315964,83.33994657,0.89754227,12284.29109,0.606452589,Cammeo
12032.0714,446.4122362,189.1262103,83.30165665,0.897526709,12269.51097,0.606187988,Cammeo
12017.90012,446.1456404,189.0208242,83.26336672,0.897511148,12254.73085,0.605923386,Cammeo
12003.72884,445.8790445,188.9154381,83.22507679,0.897495587,12239.95073,0.605658784,Cammeo
11989.55755,445.6124487,188.8100519,83.18678687,0.897480025,12225.17061,0.605394182,Cammeo
11975.38627,445.3458528,188.7046658,83.14849694,0.897464464,12210.39049,0.60512958,Cammeo
11961.21498,445.079257,188.5992797,83.11020701,0.897448903,12195.61037,0.604864978,Cammeo
11947.0437,444.8126611,188.4938936,83.07191709,0.897433342,12180.83025,0.604600376,Cammeo
11932.87241,444.5460653,188.3885074,83.03362716,0.89741778,12166.05013,0.604335775,Cammeo
11918.70113,444.2794694,188.2831213,82.99533723,0.897402219,12151.27001,0.604071173,Cammeo
11904.52984,444.0128735,188.1777352,82.95704731,0.897386658,12136.48989,0.603806571,Cammeo
11890.35856,443.7462777,188.0723491,82.91875738,0.897371097,12121.70977,0.603541969,Cammeo
11876.18727,443.4796818,187.9669629,82.88046745,0.897355536,12106.92965,0.603277367,Cammeo
11862.01599,443.213086,187.8615768,82.84217753,0.897339974,12092.14953,0.603012765,Cammeo
11847.84471,442.9464901,187.7561907,82.8038876,0.897324413,12077.36941,0.602748163,Cammeo
11833.67342,442.6798943,187.6508046,82.76559767,0.897308852,12062.58929,0.602483562,Cammeo
11819.50214,442.4132984,187.5454184,82.72730774,0.897293291,12047.80917,0.60221896,Cammeo
11805.33085,442.1467026,187.4400323,82.68901782,0.897277729,12033.02905,0.601954358,Cammeo
11791.15957,441.8801067,187.3346462,82.65072789,0.897262168,12018.24893,0.601689756,Cammeo
11776.98828,441.6135108,187.2292601,82.61243796,0.897246607,12003.46881,0.601425154,Cammeo
11762.817,441.346915,187.1238739,82.57414804,0.897231046,11988.68869,0.601160552,Cammeo
11748.64571,441.0803191,187.0184878,82.53585811,0.897215485,11973.90857,0.60089595,Cammeo
11734.47443,440.8137233,186.9131017,82.49756818,0.897199923,11959.12845,0.600631349,Cammeo
11720.30315,440.5471274,186.8077156,82.45927826,0.897184362,11944.34833,0.600366747,Cammeo
11706.13186,440.2805316,186.7023294,82.42098833,0.897168801,11929.56821,0.600102145,Cammeo
11691.96058,440.0139357,186.5969433,82.3826984,0.89715324,11914.78809,0.599837543,Cammeo
11677.78929,439.7473398,186.4915572,82.34440848,0.897137678,11900.00797,0.599572941,Cammeo
11663.61801,439.480744,186.3861711,82.30611855,0.897122117,11885.22785,0.599308339,Cammeo
11649.44672,439.2141481,186.2807849,82.26782862,0.897106556,11870.44773,0.599043737,Cammeo
11635.27544,438.9475523,186.1753988,82.2295387,0.897090995,11855.66761,0.598779136,Cammeo
11621.10415,438.6809564,186.0700127,82.19124877,0.897075434,11840.88749,0.598514534,Cammeo
11606.93287,438.4143606,185.9646266,82.15295884,0.897059872,11826.10737,0.598249932,Cammeo
11592.76158,438.1477647,185.8592404,82.11466892,0.897044311,11811.32725,0.59798533,Cammeo
11578.5903,437.8811689,185.7538543,82.07637899,0.89702875,11796.54713,0.597720728,Cammeo
11564.41902,437.614573,185.6484682,82.03808906,0.897013189,11781.76701,0.597456126,Cammeo
11550.24773,437.3479771,185.5430821,81.99979914,0.896997627,11766.98689,0.597191524,Cammeo
11536.07645,437.0813813,185.4376959,81.96150921,0.896982066,11752.20677,0.596926923,Cammeo
11521.90516,436.8147854,185.3323098,81.92321928,0.896966505,11737.42665,0.596662321,Cammeo
11507.73388,436.5481896,185.2269237,81.88492935,0.896950944,11722.64653,0.596397719,Cammeo
11493.56259,436.2815937,185.1215376,81.84663943,0.896935382,11707.86641,0.596133117,Cammeo
11479.39131,436.0149979,185.0161514,81.8083495,0.896919821,11693.08629,0.595868515,Cammeo
11465.22002,435.748402,184.9107653,81.77005957,0.89690426,11678.30617,0.595603913,Cammeo
11451.04874,435.4818061,184.8053792,81.73176965,0.896888699,11663.52605,0.595339311,Cammeo
11436.87745,435.2152103,184.6999931,81.69347972,0.896873138,11648.74593,0.59507471,Cammeo
11422.70617,434.9486144,184.5946069,81.65518979,0.896857576,11633.96581,0.594810108,Cammeo
11408.53489,434.6820186,184.4892208,81.61689987,0.896842015,11619.18569,0.594545506,Cammeo
11394.3636,434.4154227,184.3838347,81.57860994,0.896826454,11604.40557,0.594280904,Cammeo
11380.19232,434.1488269,184.2784486,81.54032001,0.896810893,11589.62545,0.594016302,Cammeo
11366.02103,433.882231,184.1730624,81.50203009,0.896795331,11574.84533,0.5937517,Cammeo
11351.84975,433.6156352,184.0676763,81.46374016,0.89677977,11560.06521,0.593487098,Cammeo
11337.67846,433.3490393,183.9622902,81.42545023,0.896764209,11545.28509,0.593222497,Cammeo
11323.50718,433.0824434,183.856904,81.38716031,0.896748648,11530.50497,0.592957895,Cammeo
11309.33589,432.8158476,183.7515179,81.34887038,0.896733087,11515.72485,0.592693293,Cammeo
11295.16461,432.5492517,183.6461318,81.31058045,0.896717525,11500.94473,0.592428691,Cammeo
11280.99333,432.2826559,183.5407457,81.27229053,0.896701964,11486.16461,0.592164089,Cammeo
11266.82204,432.01606,183.4353595,81.2340006,0.896686403,11471.38449,0.591899487,Cammeo
11252.65076,431.7494642,183.3299734,81.19571067,0.896670842,11456.60437,0.591634885,Cammeo
11238.47947,431.4828683,183.2245873,81.15742075,0.89665528,11441.82425,0.591370284,Cammeo
11224.30819,431.2162725,183.1192012,81.11913082,0.896639719,11427.04413,0.591105682,Cammeo
11210.1369,430.9496766,183.013815,81.08084089,0.896624158,11412.26401,0.59084108,Cammeo
11195.96562,430.6830807,182.9084289,81.04255097,0.896608597,11397.48389,0.590576478,Cammeo
11181.79433,430.4164849,182.8030428,81.00426104,0.896593036,11382.70377,0.590311876,Cammeo
11167.62305,430.149889,182.6976567,80.96597111,0.896577474,11367.92365,0.590047274,Cammeo
11153.45176,429.8832932,182.5922705,80.92768118,0.896561913,11353.14353,0.589782672,Cammeo
11139.28048,429.6166973,182.4868844,80.88939126,0.896546352,11338.36341,0.589518071,Cammeo
11125.1092,429.3501015,182.3814983,80.85110133,0.896530791,11323.58329,0.589253469,Cammeo
11110.93791,429.0835056,182.2761122,80.8128114,0.896515229,11308.80317,0.588988867,Cammeo
11096.76663,428.8169097,182.170726,80.77452148,0.896499668,11294.02305,0.588724265,Cammeo
11082.59534,428.5503139,182.0653399,80.73623155,0.896484107,11279.24293,0.588459663,Cammeo
11068.42406,428.283718,181.9599538,80.69794162,0.896468546,11264.46281,0.588195061,Cammeo
11054.25277,428.0171222,181.8545677,80.6596517,0.896452984,11249.68269,0.587930459,Cammeo
11040.08149,427.7505263,181.7491815,80.62136177,0.896437423,11234.90257,0.587665858,Cammeo
11025.9102,427.4839305,181.6437954,80.58307184,0.896421862,11220.12245,0.587401256,Cammeo
11011.73892,427.2173346,181.5384093,80.54478192,0.896406301,11205.34233,0.587136654,Cammeo
10997.56764,426.9507388,181.4330232,80.50649199,0.89639074,11190.56221,0.586872052,Cammeo
10983.39635,426.6841429,181.327637,80.46820206,0.896375178,11175.78209,0.58660745,Cammeo
10969.22507,426.417547,181.2222509,80.42991214,0.896359617,11161.00197,0.586342848,Cammeo
10955.05378,426.1509512,181.1168648,80.39162221,0.896344056,11146.22185,0.586078247,Cammeo
10940.8825,425.8843553,181.0114787,80.35333228,0.896328495,11131.44173,0.585813645,Cammeo
10926.71121,425.6177595,180.9060925,80.31504236,0.896312933,11116.66161,0.585549043,Cammeo
10912.53993,425.3511636,180.8007064,80.27675243,0.896297372,11101.88149,0.585284441,Cammeo
10898.36864,425.0845678,180.6953203,80.2384625,0.896281811,11087.10137,0.585019839,Cammeo
10884.19736,424.8179719,180.5899342,80.20017258,0.89626625,11072.32125,0.584755237,Cammeo
10870.02607,424.551376,180.484548,80.16188265,0.896250689,11057.54113,0.584490635,Cammeo
10855.85479,424.2847802,180.3791619,80.12359272,0.896235127,11042.76101,0.584226034,Cammeo
10841.68351,424.0181843,180.2737758,80.08530279,0.896219566,11027.98089,0.583961432,Cammeo
10827.51222,423.7515885,180.1683897,80.04701287,0.896204005,11013.20077,0.58369683,Cammeo
10813.34094,423.4849926,180.0630035,80.00872294,0.896188444,10998.42065,0.583432228,Cammeo
10799.16965,423.2183968,179.9576174,79.97043301,0.896172882,10983.64053,0.583167626,Cammeo
10784.99837,422.9518009,179.8522313,79.93214309,0.896157321,10968.86041,0.582903024,Cammeo
10770.82708,422.6852051,179.7468452,79.89385316,0.89614176,10954.08029,0.582638422,Cammeo
10756.6558,422.4186092,179.641459,79.85556323,0.896126199,10939.30017,0.582373821,Cammeo
10742.48451,422.1520133,179.5360729,79.81727331,0.896110638,10924.52005,0.582109219,Cammeo
10728.31323,421.8854175,179.4306868,79.77898338,0.896095076,10909.73993,0.581844617,Cammeo
10714.14194,421.6188216,179.3253007,79.74069345,0.896079515,10894.95981,0.581580015,Cammeo
10699.97066,421.3522258,179.2199145,79.70240353,0.896063954,10880.17969,0.581315413,Cammeo
10685.79938,421.0856299,179.1145284,79.6641136,0.896048393,10865.39957,0.581050811,Cammeo
10671.62809,420.8190341,179.0091423,79.62582367,0.896032831,10850.61945,0.580786209,Cammeo
10657.45681,420.5524382,178.9037562,79.58753375,0.89601727,10835.83933,0.580521608,Cammeo
10643.28552,420.2858423,178.79837,79.54924382,0.896001709,10821.05921,0.580257006,Cammeo
10629.11424,420.0192465,178.6929839,79.51095389,0.895986148,10806.27909,0.579992404,Cammeo
10614.94295,419.7526506,178.5875978,79.47266397,0.895970586,10791.49897,0.579727802,Cammeo
10600.77167,419.4860548,178.4822117,79.43437404,0.895955025,10776.71885,0.5794632,Cammeo
10586.60038,419.2194589,178.3768255,79.39608411,0.895939464,10761.93873,0.579198598,Cammeo
10572.4291,418.9528631,178.2714394,79.35779419,0.895923903,10747.15861,0.578933996,Cammeo
10558.25782,418.6862672,178.1660533,79.31950426,0.895908342,10732.37849,0.578669395,Cammeo
10544.08653,418.4196714,178.0606672,79.28121433,0.89589278,10717.59837,0.578404793,Cammeo
10529.91525,418.1530755,177.955281,79.2429244,0.895877219,10702.81825,0.578140191,Cammeo
10515.74396,417.8864796,177.8498949,79.20463448,0.895861658,10688.03813,0.577875589,Cammeo
10501.57268,417.6198838,177.7445088,79.16634455,0.895846097,10673.25801,0.577610987,Cammeo
10487.40139,417.3532879,177.6391227,79.12805462,0.895830535,10658.47789,0.577346385,Cammeo
10473.23011,417.0866921,177.5337365,79.0897647,0.895814974,10643.69777,0.577081783,Cammeo
10459.05882,416.8200962,177.4283504,79.05147477,0.895799413,10628.91765,0.576817182,Cammeo
10444.88754,416.5535004,177.3229643,79.01318484,0.895783852,10614.13753,0.57655258,Cammeo
10430.71625,416.2869045,177.2175781,78.97489492,0.895768291,10599.35741,0.576287978,Cammeo
